job_name,order_id,folder,status,held,deleted,cyclic,startTime,endTime,orderDate,description,application,estimatedStartTime,estimatedEndTime
EBIETLBSLS_AFFINITY_SP2_PRD,59ozu,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-08-01 04:00:44,2022-08-01 04:01:49,220801,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_SP2_PRD,587aq,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-07-30 04:05:43,2022-07-30 04:06:48,220730,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_SP2_PRD,5c0a6,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-08-04 05:16:31,2022-08-04 05:17:36,220804,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_SP2_PRD,56ldw,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-07-28 04:46:58,2022-07-28 04:48:03,220728,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_SP2_PRD,5agk8,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-08-02 04:15:35,2022-08-02 04:16:40,220802,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_SP2_PRD,57g2v,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-07-29 04:23:28,2022-07-29 04:24:32,220729,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_SP2_PRD,5b99v,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-08-03 04:57:49,2022-08-03 04:58:53,220803,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_USAFFINITYTML01,58xz1,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-07-31 01:46:11,2022-07-31 01:47:21,220731,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_USAFFINITYTML01,59ozv,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-08-01 02:12:46,2022-08-01 02:13:51,220801,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_USAFFINITYTML01,587ar,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-07-30 01:46:04,2022-07-30 01:47:09,220730,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_USAFFINITYTML01,5c0a7,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-08-04 01:49:01,2022-08-04 01:50:07,220804,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_USAFFINITYTML01,56ldx,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-07-28 01:46:04,2022-07-28 01:47:09,220728,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_USAFFINITYTML01,5agk9,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-08-02 01:57:32,2022-08-02 01:58:37,220802,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_USAFFINITYTML01,57g2w,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-07-29 01:50:16,2022-07-29 01:51:20,220729,HOUSEHOLD ROLLUP,EBIETLBSLS,2022-07-29 01:50:16,2022-07-29 01:51:20
EBIETLBSLS_AFFINITY_USAFFINITYTML01,5b99w,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-08-03 01:51:03,2022-08-03 01:52:09,220803,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_USAFFRML01,58xz2,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-07-31 01:45:00,2022-07-31 01:46:11,220731,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_USAFFRML01,59ozw,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-08-01 02:11:41,2022-08-01 02:12:46,220801,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_USAFFRML01,587as,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-07-30 01:45:00,2022-07-30 01:46:04,220730,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_USAFFRML01,5c0a8,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-08-04 01:47:56,2022-08-04 01:49:00,220804,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_USAFFRML01,56ldy,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-07-28 01:45:00,2022-07-28 01:46:04,220728,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_USAFFRML01,5agka,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-08-02 01:56:28,2022-08-02 01:57:32,220802,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_USAFFRML01,57g2x,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-07-29 01:49:12,2022-07-29 01:50:16,220729,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBSLS_AFFINITY_USAFFRML01,5b99x,EBIETLBSLS,Ended OK,                   0,                   0,                   0,2022-08-03 01:49:58,2022-08-03 01:51:03,220803,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_APJ,58tva,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-31 12:17:18,2022-07-31 12:27:39,220731,DELL to EMC local channel customer restatement for APJ,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_AMER,59ky8,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-01 04:36:40,2022-08-01 04:43:23,220801,DELL to EMC local channel customer restatement for AMER,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_AMER,58392,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-30 05:36:56,2022-07-30 05:36:56,220730,DELL to EMC local channel customer restatement for AMER,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_AMER,5c25m,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-04 05:40:19,2022-08-04 05:47:35,220804,DELL to EMC local channel customer restatement for AMER,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_AMER,56l8s,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-28 04:23:58,2022-07-28 04:23:58,220728,DELL to EMC local channel customer restatement for AMER,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_AMER,5ack7,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-02 04:47:13,2022-08-02 04:56:47,220802,DELL to EMC local channel customer restatement for AMER,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_AMER,57fwt,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-29 04:36:55,2022-07-29 04:42:07,220729,DELL to EMC local channel customer restatement for AMER,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_AMER,5b59r,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-03 04:20:39,2022-08-03 04:28:05,220803,DELL to EMC local channel customer restatement for AMER,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_EMEA,58tvb,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-31 19:49:56,2022-07-31 19:55:07,220731,DELL to EMC local channel customer restatement EMEA,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_APJ,59ky9,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-01 12:55:55,2022-08-01 13:04:18,220801,DELL to EMC local channel customer restatement for APJ,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_APJ,58393,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-30 12:32:25,2022-07-30 12:37:37,220730,DELL to EMC local channel customer restatement for APJ,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_APJ,5c25n,EBIETLPCORE,Wait Condition,                   0,                   0,                   0,,,220804,DELL to EMC local channel customer restatement for APJ,EBIETLPCORE,2022-08-04 11:58:40,2022-08-04 12:03:10
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_APJ,56l8t,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-28 13:18:04,2022-07-28 13:23:15,220728,DELL to EMC local channel customer restatement for APJ,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_APJ,5ack8,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-02 12:28:10,2022-08-02 12:33:22,220802,DELL to EMC local channel customer restatement for APJ,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_APJ,57fwu,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-29 21:54:23,2022-07-29 21:57:30,220729,DELL to EMC local channel customer restatement for APJ,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_APJ,5b59s,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-03 13:32:02,2022-08-03 13:35:10,220803,DELL to EMC local channel customer restatement for APJ,EBIETLPCORE,,
EBIETLPCORE_EMC_LCL_CHNL_RSTMNT,58tvi,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-31 02:07:35,2022-07-31 02:10:44,220731,LOAD DATA INTO EMC PACKAGE TABLES,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_EMEA,59kya,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-01 21:36:19,2022-08-01 21:40:29,220801,DELL to EMC local channel customer restatement EMEA,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_EMEA,58394,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-30 21:18:55,2022-07-30 21:22:03,220730,DELL to EMC local channel customer restatement EMEA,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_EMEA,5c25o,EBIETLPCORE,Wait Condition,                   0,                   0,                   0,,,220804,DELL to EMC local channel customer restatement EMEA,EBIETLPCORE,2022-08-04 19:37:30,2022-08-04 19:40:50
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_EMEA,56l8u,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-28 19:56:30,2022-07-28 19:59:38,220728,DELL to EMC local channel customer restatement EMEA,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_EMEA,5ack9,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-02 19:46:22,2022-08-02 19:49:30,220802,DELL to EMC local channel customer restatement EMEA,EBIETLPCORE,,
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_EMEA,57fwv,EBIETLPCORE,Wait Condition,                   0,                   0,                   0,,,220729,DELL to EMC local channel customer restatement EMEA,EBIETLPCORE,2022-07-30 00:34:50,2022-07-30 00:38:10
EBIETLPCORE_DELL_TO_EMC_LCL_CHNL_CUST_RSTMNT_EMEA,5b59t,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-03 19:57:02,2022-08-03 20:00:14,220803,DELL to EMC local channel customer restatement EMEA,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,58toq,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-31 02:29:33,2022-07-31 02:38:56,220731,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_EMC_LCL_CHNL_RSTMNT,59kyh,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-01 02:31:52,2022-08-01 02:36:03,220801,LOAD DATA INTO EMC PACKAGE TABLES,EBIETLPCORE,,
EBIETLPCORE_EMC_LCL_CHNL_RSTMNT,5839b,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-30 02:06:49,2022-07-30 02:10:00,220730,LOAD DATA INTO EMC PACKAGE TABLES,EBIETLPCORE,,
EBIETLPCORE_EMC_LCL_CHNL_RSTMNT,5c25v,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-04 02:29:15,2022-08-04 02:33:48,220804,LOAD DATA INTO EMC PACKAGE TABLES,EBIETLPCORE,,
EBIETLPCORE_EMC_LCL_CHNL_RSTMNT,56l91,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-28 02:30:04,2022-07-28 02:35:20,220728,LOAD DATA INTO EMC PACKAGE TABLES,EBIETLPCORE,2022-07-28 02:30:04,2022-07-28 02:35:20
EBIETLPCORE_EMC_LCL_CHNL_RSTMNT,5ackg,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-02 02:27:47,2022-08-02 02:31:21,220802,LOAD DATA INTO EMC PACKAGE TABLES,EBIETLPCORE,,
EBIETLPCORE_EMC_LCL_CHNL_RSTMNT,57fx2,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-29 03:48:29,2022-07-29 03:54:58,220729,LOAD DATA INTO EMC PACKAGE TABLES,EBIETLPCORE,,
EBIETLPCORE_EMC_LCL_CHNL_RSTMNT,5b5a0,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-03 02:37:02,2022-08-03 02:41:12,220803,LOAD DATA INTO EMC PACKAGE TABLES,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,58toh,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-31 03:19:36,2022-07-31 03:53:39,220731,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,59krq,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-01 03:37:38,2022-08-01 03:42:55,220801,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,5832j,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-30 03:23:15,2022-07-30 03:29:30,220730,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,5c1zg,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-04 04:34:59,2022-08-04 04:49:10,220804,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,56l29,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-28 02:40:41,2022-07-28 02:49:02,220728,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,5acdo,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-02 03:41:57,2022-08-02 03:50:28,220802,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,57fpt,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-29 02:46:54,2022-07-29 03:01:34,220729,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMERINC_TD1,5b538,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-03 02:42:45,2022-08-03 02:52:10,220803,Loads To Legacy Amer Inc to GBL ORD Inc,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,58tn6,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-31 03:54:45,2022-07-31 03:55:49,220731,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,59krh,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-01 03:44:02,2022-08-01 03:46:09,220801,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,5830z,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-30 03:50:08,2022-07-30 03:51:13,220730,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,5c1z7,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-04 04:50:15,2022-08-04 04:54:26,220804,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,56l20,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-28 02:54:32,2022-07-28 02:57:42,220728,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,5acdf,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-02 03:51:32,2022-08-02 03:53:40,220802,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,57fpk,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-29 03:46:18,2022-07-29 03:51:34,220729,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_AMER_TD1,5b52z,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-03 02:58:30,2022-08-03 03:24:34,220803,Loads Amer Data to Fact Tables,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,58toe,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-31 03:00:37,2022-07-31 03:04:50,220731,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,59kq6,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-01 03:47:16,2022-08-01 03:48:21,220801,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,58327,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-30 02:53:34,2022-07-30 02:55:40,220730,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,5c1xw,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-04 04:55:35,2022-08-04 04:56:46,220804,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,56l0p,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-28 02:58:49,2022-07-28 02:59:53,220728,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,5acc4,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-02 03:54:46,2022-08-02 03:55:50,220802,Customer restatements on SOHF quaterly,EBIETLPCORE,2022-08-02 03:54:46,2022-08-02 03:55:50
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,57fo9,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-29 03:52:40,2022-07-29 03:53:44,220729,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_CUST_RESTMT_TD1,5b51o,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-03 03:25:51,2022-08-03 03:26:55,220803,Customer restatements on SOHF quaterly,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_APJ_TD1,58tof,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-31 10:20:40,2022-07-31 10:22:46,220731,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,59kre,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-01 02:23:33,2022-08-01 02:25:42,220801,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_APJ_TD1,58328,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-30 10:58:46,2022-07-30 11:00:52,220730,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,5c1z4,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-08-04 03:39:35,2022-08-04 03:44:09,220804,GBL ODF Driver table load,EBIETLPCORE,,
EBIETLPCORE_GBLSLSPKG_DRIVER_AMER_OMAR_TD1,56l1x,EBIETLPCORE,Ended OK,                   0,                   0,                   0,2022-07-28 02:32:37,2022-07-28 02:35:46,220728,GBL ODF Driver table load,EBIETLPCORE,,
